Altium Designer Pick and Place Locations
C:\Users\Public\Documents\Altium\Projects\shepherd_v2\Project Outputs for shepherd_v2\Pick Place\Pick Place for shepherd_pcb_v2.2.csv

========================================================================================================================
File Design Information:

Date:       27.06.21
Time:       23:16
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Manufacturer PN","Value"
"D4","D_LED_0603_Amber","TopLayer","DIOM1608X02N_Orange","78,1000","8,7000","0","150060AS75000","Amber"
"D3","D_LED_0603_Amber","TopLayer","DIOM1608X02N_Orange","77,4000","45,6000","0","150060AS75000","Amber"
"D2","D_LED_0603_Amber","TopLayer","DIOM1608X02N_Orange","14,9000","46,7000","0","150060AS75000","Amber"
"D1","D_SOD123W_710mV_1A","TopLayer","SODFL350X110-2N","24,0000","35,3000","90","PMEG10010ELRX","710mV / 100V"
"C129","C_0402_100nF_16V","TopLayer","CAPC1005X06","72,9000","47,4000","270","EMF105B7104MVHF","100nF"
"C128","C_0402_100nF_16V","TopLayer","CAPC1005X06","70,4000","42,4000","180","EMF105B7104MVHF","100nF"
"C127","C_0402_100nF_16V","TopLayer","CAPC1005X06","67,7000","34,7000","0","EMF105B7104MVHF","100nF"
"C126","C_0402_100nF_16V","TopLayer","CAPC1005X06","71,2000","23,5000","270","EMF105B7104MVHF","100nF"
"C125","C_0402_100nF_16V","TopLayer","CAPC1005X06","71,5000","19,8000","270","EMF105B7104MVHF","100nF"
"C124","C_0402_100nF_16V","TopLayer","CAPC1005X06","71,2000","27,4000","270","EMF105B7104MVHF","100nF"
"C123","C_0402_100nF_16V","TopLayer","CAPC1005X06","71,5000","16,1000","270","EMF105B7104MVHF","100nF"
"C122","C_0402_100nF_16V","TopLayer","CAPC1005X06","71,6000","12,4000","270","EMF105B7104MVHF","100nF"
"C121","C_0402_1uF_25V","TopLayer","CAPC1005X06","82,4000","27,8000","180","GRM155R61E105KA12J","1uF"
"C120","C_0402_100nF_16V","TopLayer","CAPC1005X06","82,4000","26,8000","0","EMF105B7104MVHF","100nF"
"C119","C_0402_1uF_25V","TopLayer","CAPC1005X06","78,9000","10,3000","270","GRM155R61E105KA12J","1uF"
"C118","C_0402_100nF_16V","TopLayer","CAPC1005X06","79,2000","43,9000","270","EMF105B7104MVHF","100nF"
"C117","C_0603_10uF_16V","TopLayer","CAPC1608X09","33,0000","17,9000","0","EMK107BBJ106MA-T","10uF"
"C116","C_1206_47uF_10V","TopLayer","CAPC3216X18","46,4000","12,7000","270","LMK316ABJ476ML-T","47uF"
"C115","C_0603_10uF_16V","TopLayer","CAPC1608X09","43,9000","11,0000","0","EMK107BBJ106MA-T","10uF"
"C114","C_1206_47uF_10V","TopLayer","CAPC3216X18","40,3000","10,7000","180","LMK316ABJ476ML-T","47uF"
"C113","C_0402_1uF_25V","TopLayer","CAPC1005X06","39,1000","9,2000","180","GRM155R61E105KA12J","1uF"
"C112","C_1206_47uF_10V","TopLayer","CAPC3216X18","44,9000","21,1000","270","LMK316ABJ476ML-T","47uF"
"C111","C_0603_10uF_16V","TopLayer","CAPC1608X09","46,0000","16,6000","90","EMK107BBJ106MA-T","10uF"
"C110","C_1206_47uF_10V","TopLayer","CAPC3216X18","38,8000","17,4000","180","LMK316ABJ476ML-T","47uF"
"C109","C_0402_1uF_25V","TopLayer","CAPC1005X06","35,6000","16,6000","0","GRM155R61E105KA12J","1uF"
"C108","C_0402_100nF_16V","TopLayer","CAPC1005X06","35,5000","17,9000","0","EMF105B7104MVHF","100nF"
"C107","C_0603_10uF_16V","TopLayer","CAPC1608X09","32,2000","15,8000","270","EMK107BBJ106MA-T","10uF"
"C106","C_0402_1uF_25V","TopLayer","CAPC1005X06","38,4000","12,7000","270","GRM155R61E105KA12J","1uF"
"C105","C_0402_100nF_16V","TopLayer","CAPC1005X06","32,2000","13,5000","90","EMF105B7104MVHF","100nF"
"C104","C_0402_47pF_50V","TopLayer","CAPC1005X06","40,6000","12,8000","270","C0402C470K5GACTU","47pF"
"C103","C_0603_10uF_16V","TopLayer","CAPC1608X09","26,4000","16,7000","0","EMK107BBJ106MA-T","10uF"
"C102","C_1206_100uF_6V3","TopLayer","CAPC3216X18","57,5000","15,0000","270","JMK316ABJ107ML-T","100uF"
"C101","C_1206_100uF_6V3","TopLayer","CAPC3216X18","25,6000","14,9000","0","JMK316ABJ107ML-T","100uF"
"C100","C_0603_10uF_16V","TopLayer","CAPC1608X09","19,5000","10,2000","180","EMK107BBJ106MA-T","10uF"
"C99","C_0402_1uF_25V","TopLayer","CAPC1005X06","32,7000","10,9000","180","GRM155R61E105KA12J","1uF"
"C98","C_0402_1uF_25V","TopLayer","CAPC1005X06","32,7000","11,9000","0","GRM155R61E105KA12J","1uF"
"C97","C_0603_10uF_16V","TopLayer","CAPC1608X09","43,2000","21,6000","270","EMK107BBJ106MA-T","10uF"
"C96","C_0402_10nF_25V","TopLayer","CAPC1005X06","37,8000","23,8000","0","GCM155R71E103KA37D","10nF"
"C95","C_0603_10uF_16V","TopLayer","CAPC1608X09","29,6000","46,8000","90","EMK107BBJ106MA-T","10uF"
"C94","C_0603_10uF_16V","TopLayer","CAPC1608X09","36,0000","20,9000","270","EMK107BBJ106MA-T","10uF"
"C93","C_0402_10nF_25V","TopLayer","CAPC1005X06","50,4000","22,3000","180","GCM155R71E103KA37D","10nF"
"C92","C_0603_10uF_16V","TopLayer","CAPC1608X09","55,8000","15,0000","270","EMK107BBJ106MA-T","10uF"
"C91","C_0402_100nF_16V","TopLayer","CAPC1005X06","55,4000","11,2000","90","EMF105B7104MVHF","100nF"
"C90","C_0603_10uF_16V","TopLayer","CAPC1608X09","50,1000","17,5000","180","EMK107BBJ106MA-T","10uF"
"C89","C_1206_100uF_6V3","TopLayer","CAPC3216X18","55,8000","23,6000","0","JMK316ABJ107ML-T","100uF"
"C88","C_1206_100uF_6V3","TopLayer","CAPC3216X18","55,6000","35,3000","180","JMK316ABJ107ML-T","100uF"
"C87","C_0603_10uF_16V","TopLayer","CAPC1608X09","54,5000","17,5000","0","EMK107BBJ106MA-T","10uF"
"C86","C_0402_100nF_16V","TopLayer","CAPC1005X06","55,5000","19,9000","270","EMF105B7104MVHF","100nF"
"C85","C_0402_100nF_16V","TopLayer","CAPC1005X06","48,8000","19,8000","270","EMF105B7104MVHF","100nF"
"C84","C_0402_100nF_16V","TopLayer","CAPC1005X06","54,7000","22,1000","180","EMF105B7104MVHF","100nF"
"C83","C_1206_47uF_10V","TopLayer","CAPC3216X18","47,3000","21,1000","270","LMK316ABJ476ML-T","47uF"
"C82","C_1206_100uF_6V3","TopLayer","CAPC3216X18","48,7000","11,9000","90","JMK316ABJ107ML-T","100uF"
"C81","C_0402_1uF_25V","TopLayer","CAPC1005X06","49,2000","15,1000","270","GRM155R61E105KA12J","1uF"
"C80","C_0402_100nF_16V","TopLayer","CAPC1005X06","18,7000","13,5000","0","EMF105B7104MVHF","100nF"
"C79","C_0402_100nF_16V","TopLayer","CAPC1005X06","26,3000","23,3000","270","EMF105B7104MVHF","100nF"
"C78","C_0402_100nF_16V","TopLayer","CAPC1005X06","34,2000","24,1000","180","EMF105B7104MVHF","100nF"
"C77","C_0603_10uF_16V","TopLayer","CAPC1608X09","22,1000","7,9000","90","EMK107BBJ106MA-T","10uF"
"C76","C_0603_10uF_16V","TopLayer","CAPC1608X09","27,1000","7,9000","90","EMK107BBJ106MA-T","10uF"
"C75","C_0402_1uF_25V","TopLayer","CAPC1005X06","67,4000","21,5000","180","GRM155R61E105KA12J","1uF"
"C74","C_0402_100nF_16V","TopLayer","CAPC1005X06","67,4000","22,5000","180","EMF105B7104MVHF","100nF"
"C73","C_0402_1nF_50V","TopLayer","CAPC1005X06","69,4000","22,5000","180","GRM1555C1H102JA01D","1nF"
"C72","C_0402_1uF_25V","TopLayer","CAPC1005X06","77,8000","33,3000","270","GRM155R61E105KA12J","1uF"
"C71","C_0402_100nF_16V","TopLayer","CAPC1005X06","78,2000","37,8000","90","EMF105B7104MVHF","100nF"
"C70","C_0402_100nF_16V","TopLayer","CAPC1005X06","68,1000","38,2000","270","EMF105B7104MVHF","100nF"
"C69","C_0402_1uF_25V","TopLayer","CAPC1005X06","63,2000","22,1000","90","GRM155R61E105KA12J","1uF"
"C68","C_0402_1uF_25V","TopLayer","CAPC1005X06","63,2000","14,0000","90","GRM155R61E105KA12J","1uF"
"C67","C_0402_100nF_16V","TopLayer","CAPC1005X06","36,6000","7,5000","270","EMF105B7104MVHF","100nF"
"C66","C_0402_100nF_16V","TopLayer","CAPC1005X06","46,1000","7,5000","270","EMF105B7104MVHF","100nF"
"C65","C_0402_100nF_16V","TopLayer","CAPC1005X06","65,2000","14,0000","270","EMF105B7104MVHF","100nF"
"C64","C_0402_1uF_25V","TopLayer","CAPC1005X06","68,7000","6,9000","0","GRM155R61E105KA12J","1uF"
"C63","C_0402_100nF_16V","TopLayer","CAPC1005X06","68,4000","20,5000","0","EMF105B7104MVHF","100nF"
"C62","C_0402_100nF_16V","TopLayer","CAPC1005X06","65,2000","22,1000","270","EMF105B7104MVHF","100nF"
"C61","C_0402_1uF_25V","TopLayer","CAPC1005X06","30,3000","37,9000","180","GRM155R61E105KA12J","1uF"
"C60","C_0402_100nF_16V","TopLayer","CAPC1005X06","28,3000","37,9000","0","EMF105B7104MVHF","100nF"
"C59","C_0402_1uF_25V","TopLayer","CAPC1005X06","34,5000","33,3000","0","GRM155R61E105KA12J","1uF"
"C58","C_0402_100nF_16V","TopLayer","CAPC1005X06","34,5000","32,3000","0","EMF105B7104MVHF","100nF"
"C57","C_0402_1uF_25V","TopLayer","CAPC1005X06","43,7000","31,9000","180","GRM155R61E105KA12J","1uF"
"C56","C_0402_100nF_16V","TopLayer","CAPC1005X06","43,7000","32,9000","180","EMF105B7104MVHF","100nF"
"C55","C_0402_1uF_25V","TopLayer","CAPC1005X06","33,3000","42,9000","0","GRM155R61E105KA12J","1uF"
"C54","C_0402_100nF_16V","TopLayer","CAPC1005X06","35,3000","42,9000","0","EMF105B7104MVHF","100nF"
"C53","C_0402_1uF_25V","TopLayer","CAPC1005X06","43,4000","47,2000","90","GRM155R61E105KA12J","1uF"
"C52","C_0402_100nF_16V","TopLayer","CAPC1005X06","44,0000","42,6000","90","EMF105B7104MVHF","100nF"
"C51","C_0603_10uF_16V","TopLayer","CAPC1608X09","32,0000","27,7000","90","EMK107BBJ106MA-T","10uF"
"C50","C_0402_1uF_25V","TopLayer","CAPC1005X06","32,0000","30,4000","90","GRM155R61E105KA12J","1uF"
"C49","C_0402_100nF_16V","TopLayer","CAPC1005X06","32,0000","32,4000","270","EMF105B7104MVHF","100nF"
"C48","C_0603_10uF_16V","TopLayer","CAPC1608X09","64,2000","28,0000","90","EMK107BBJ106MA-T","10uF"
